====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: JoseM0lina
Fecha: 17/11/2025 23:06:32
Archivo analizado: Algorithms/Algorithm_JoseMarin_Semantico.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
VARIABLE_INSTANCIA        @calificaciones                71         1758      
SUMA                      +                              71         1774      
CORCHETE_IZQ              [                              71         1776      
VARIABLE_LOCAL            calificacion                   71         1777      
CORCHETE_DER              ]                              71         1789      
VARIABLE_INSTANCIA        @creditos_acumulados           72         1797      
ASIGNACION                =                              72         1818      
VARIABLE_INSTANCIA        @creditos_acumulados           72         1820      
SUMA                      +                              72         1841      
VARIABLE_LOCAL            creditos                       72         1843      
RETURN                    return                         73         1858      
TRUE                      true                           73         1865      
ELSE                      else                           74         1874      
RETURN                    return                         75         1885      
FALSE                     false                          75         1892      
END                       end                            76         1902      
END                       end                            77         1908      
DEF                       def                            79         1917      
VARIABLE_LOCAL            calcular_promedio_ponderado    79         1921      
PARENTESIS_IZQ            (                              79         1948      
PARENTESIS_DER            )                              79         1949      
VARIABLE_LOCAL            suma_ponderada                 80         1955      
ASIGNACION                =                              80         1970      
INTEGER                   0                              80         1972      
VARIABLE_LOCAL            suma_creditos                  81         1978      
ASIGNACION                =                              81         1992      
INTEGER                   0                              81         1994      
FOR                       for                            83         2005      
VARIABLE_LOCAL            cal                            83         2009      
IN                        in                             83         2013      
VARIABLE_INSTANCIA        @calificaciones                83         2016      
VARIABLE_LOCAL            suma_ponderada                 84         2038      
ASIGNACION                =                              84         2053      
VARIABLE_LOCAL            suma_ponderada                 84         2055      
SUMA                      +                              84         2070      
VARIABLE_LOCAL            cal                            84         2072      
VARIABLE_LOCAL            suma_creditos                  85         2082      
ASIGNACION                =                              85         2096      
VARIABLE_LOCAL            suma_creditos                  85         2098      
SUMA                      +                              85         2112      
VARIABLE_LOCAL            cal                            85         2114      
END                       end                            86         2122      
IF                        if                             88         2135      
VARIABLE_LOCAL            suma_creditos                  88         2138      
MAYOR                     >                              88         2152      
INTEGER                   0                              88         2154      
VARIABLE_LOCAL            promedio                       89         2162      
ASIGNACION                =                              89         2171      
VARIABLE_LOCAL            suma_ponderada                 89         2173      
DIVISION                  /                              89         2188      
VARIABLE_LOCAL            suma_creditos                  89         2190      
RETURN                    return                         90         2210      
VARIABLE_LOCAL            promedio                       90         2217      
ELSE                      else                           91         2230      
RETURN                    return                         92         2241      
INTEGER                   0                              92         2248      
END                       end                            93         2254      
END                       end                            94         2260      
DEF                       def                            96         2269      
VARIABLE_LOCAL            esta_en_riesgo                 96         2273      
PARENTESIS_IZQ            (                              96         2287      
PARENTESIS_DER            )                              96         2288      
VARIABLE_LOCAL            promedio                       97         2294      
ASIGNACION                =                              97         2303      
VARIABLE_LOCAL            calcular_promedio_ponderado    97         2305      
PARENTESIS_IZQ            (                              97         2332      
PARENTESIS_DER            )                              97         2333      
COMENTARIO_LINEA          # ERROR: Condición con hash    99         2344      
IF                        if                             100        2376      
VARIABLE_INSTANCIA        @calificaciones                100        2379      
RETURN                    return                         101        2401      
VARIABLE_LOCAL            promedio                       101        2408      
MENOR                     <                              101        2417      
CONSTANTE                 NOTA_APROBATORIA               101        2419      
END                       end                            102        2440      
RETURN                    return                         104        2453      
FALSE                     false                          104        2460      
END                       end                            105        2468      
END                       end                            106        2472      
COMENTARIO_LINEA          # ERROR: Return fuera de función 108        2477      
RETURN                    return                         109        2510      
STRING                    inicio del programa            109        2517      
COMENTARIO_LINEA          # Función para validar rango de notas 111        2540      
DEF                       def                            112        2578      
VARIABLE_LOCAL            validar_nota                   112        2582      
PARENTESIS_IZQ            (                              112        2594      
VARIABLE_LOCAL            nota                           112        2595      
PARENTESIS_DER            )                              112        2599      
COMENTARIO_LINEA          # ERROR: Variable no declarada 113        2603      
VARIABLE_LOCAL            rango_valido                   114        2636      
ASIGNACION                =                              114        2649      
VARIABLE_LOCAL            nota                           114        2651      
MAYOR_IGUAL               >=                             114        2656      
CONSTANTE                 NOTA_MINIMA                    114        2659      
AND                       &&                             114        2671      
VARIABLE_LOCAL            nota                           114        2674      
MENOR_IGUAL               <=                             114        2679      
VARIABLE_LOCAL            limite_superior                114        2682      
RETURN                    return                         115        2700      
VARIABLE_LOCAL            rango_valido                   115        2707      
END                       end                            116        2720      
COMENTARIO_LINEA          # Función para clasificar estudiante por promedio 118        2725      
DEF                       def                            119        2775      
VARIABLE_LOCAL            clasificar_estudiante          119        2779      
PARENTESIS_IZQ            (                              119        2800      
VARIABLE_LOCAL            promedio                       119        2801      
PARENTESIS_DER            )                              119        2809      
IF                        if                             120        2813      
VARIABLE_LOCAL            promedio                       120        2816      
MAYOR_IGUAL               >=                             120        2825      
INTEGER                   90                             120        2828      
VARIABLE_LOCAL            categoria                      121        2835      
ASIGNACION                =                              121        2845      
STRING                    Excelente                      121        2847      
ELSIF                     elsif                          122        2861      
VARIABLE_LOCAL            promedio                       122        2867      
MAYOR_IGUAL               >=                             122        2876      
INTEGER                   80                             122        2879      
VARIABLE_LOCAL            categoria                      123        2886      
ASIGNACION                =                              123        2896      
STRING                    Muy Bueno                      123        2898      
ELSIF                     elsif                          124        2912      
VARIABLE_LOCAL            promedio                       124        2918      
MAYOR_IGUAL               >=                             124        2927      
INTEGER                   70                             124        2930      
VARIABLE_LOCAL            categoria                      125        2937      
ASIGNACION                =                              125        2947      
STRING                    Bueno                          125        2949      
ELSIF                     elsif                          126        2959      
VARIABLE_LOCAL            promedio                       126        2965      
MAYOR_IGUAL               >=                             126        2974      
CONSTANTE                 NOTA_APROBATORIA               126        2977      
VARIABLE_LOCAL            categoria                      127        2998      
ASIGNACION                =                              127        3008      
STRING                    Suficiente                     127        3010      
ELSE                      else                           128        3025      
VARIABLE_LOCAL            categoria                      129        3034      
ASIGNACION                =                              129        3044      
STRING                    Insuficiente                   129        3046      
END                       end                            130        3063      
RETURN                    return                         132        3072      
VARIABLE_LOCAL            categoria                      132        3079      
END                       end                            133        3089      
COMENTARIO_LINEA          # Función para calcular nota necesaria 135        3094      
DEF                       def                            136        3133      
VARIABLE_LOCAL            calcular_nota_necesaria        136        3137      
PARENTESIS_IZQ            (                              136        3160      
VARIABLE_LOCAL            notas_actuales                 136        3161      
COMA                      ,                              136        3175      
VARIABLE_LOCAL            nota_deseada                   136        3177      
PARENTESIS_DER            )                              136        3189      
VARIABLE_LOCAL            suma_actual                    137        3193      
ASIGNACION                =                              137        3205      
INTEGER                   0                              137        3207      
VARIABLE_LOCAL            cantidad                       138        3211      
ASIGNACION                =                              138        3220      
INTEGER                   0                              138        3222      
FOR                       for                            140        3229      
VARIABLE_LOCAL            nota                           140        3233      
IN                        in                             140        3238      
VARIABLE_LOCAL            notas_actuales                 140        3241      
VARIABLE_LOCAL            suma_actual                    141        3260      
ASIGNACION                =                              141        3272      
VARIABLE_LOCAL            suma_actual                    141        3274      
SUMA                      +                              141        3286      
VARIABLE_LOCAL            nota                           141        3288      
VARIABLE_LOCAL            cantidad                       142        3297      
ASIGNACION                =                              142        3306      
VARIABLE_LOCAL            cantidad                       142        3308      
SUMA                      +                              142        3317      
INTEGER                   1                              142        3319      
END                       end                            143        3323      
COMENTARIO_LINEA          # ERROR: Conversión implícita inválida 145        3332      
VARIABLE_LOCAL            texto_cantidad                 146        3373      
ASIGNACION                =                              146        3388      
STRING                    examenes:                      146        3390      
VARIABLE_LOCAL            total                          147        3405      
ASIGNACION                =                              147        3411      
VARIABLE_LOCAL            suma_actual                    147        3413      
SUMA                      +                              147        3425      
VARIABLE_LOCAL            texto_cantidad                 147        3427      
VARIABLE_LOCAL            examenes_restantes             149        3447      
ASIGNACION                =                              149        3466      
INTEGER                   1                              149        3468      
VARIABLE_LOCAL            nota_requerida                 150        3472      
ASIGNACION                =                              150        3487      
VARIABLE_LOCAL            nota_deseada                   150        3489      
MULTIPLICACION            *                              150        3502      
PARENTESIS_IZQ            (                              150        3504      
VARIABLE_LOCAL            cantidad                       150        3505      
SUMA                      +                              150        3514      
VARIABLE_LOCAL            examenes_restantes             150        3516      
PARENTESIS_DER            )                              150        3534      
RESTA                     -                              150        3536      
VARIABLE_LOCAL            suma_actual                    150        3538      
RETURN                    return                         152        3555      
VARIABLE_LOCAL            nota_requerida                 152        3562      
END                       end                            153        3577      
COMENTARIO_LINEA          # Función para generar estadísticas del curso 155        3582      
DEF                       def                            156        3628      
VARIABLE_LOCAL            estadisticas_curso             156        3632      
PARENTESIS_IZQ            (                              156        3650      
VARIABLE_LOCAL            lista_notas                    156        3651      
PARENTESIS_DER            )                              156        3662      
IF                        if                             157        3666      
VARIABLE_LOCAL            lista_notas                    157        3669      
IGUAL                     ==                             157        3681      
CORCHETE_IZQ              [                              157        3684      
CORCHETE_DER              ]                              157        3685      
RETURN                    return                         158        3691      
NIL                       nil                            158        3698      
END                       end                            159        3704      
VARIABLE_LOCAL            suma                           161        3713      
ASIGNACION                =                              161        3718      
INTEGER                   0                              161        3720      
VARIABLE_LOCAL            maximo                         162        3724      
ASIGNACION                =                              162        3731      
INTEGER                   0                              162        3733      
VARIABLE_LOCAL            minimo                         163        3737      
ASIGNACION                =                              163        3744      
INTEGER                   100                            163        3746      
VARIABLE_LOCAL            aprobados                      164        3752      
ASIGNACION                =                              164        3762      
INTEGER                   0                              164        3764      
VARIABLE_LOCAL            reprobados                     165        3768      
ASIGNACION                =                              165        3779      
INTEGER                   0                              165        3781      
FOR                       for                            167        3788      
VARIABLE_LOCAL            nota                           167        3792      
IN                        in                             167        3797      
VARIABLE_LOCAL            lista_notas                    167        3800      
VARIABLE_LOCAL            suma                           168        3816      
ASIGNACION                =                              168        3821      
VARIABLE_LOCAL            suma                           168        3823      
SUMA                      +                              168        3828      
VARIABLE_LOCAL            nota                           168        3830      
IF                        if                             170        3844      
VARIABLE_LOCAL            nota                           170        3847      
MAYOR                     >                              170        3852      
VARIABLE_LOCAL            maximo                         170        3854      
VARIABLE_LOCAL            maximo                         171        3867      
ASIGNACION                =                              171        3874      
VARIABLE_LOCAL            nota                           171        3876      
END                       end                            172        3885      
IF                        if                             174        3898      
VARIABLE_LOCAL            nota                           174        3901      
MENOR                     <                              174        3906      
VARIABLE_LOCAL            minimo                         174        3908      
VARIABLE_LOCAL            minimo                         175        3921      
ASIGNACION                =                              175        3928      
VARIABLE_LOCAL            nota                           175        3930      
END                       end                            176        3939      
IF                        if                             178        3952      
VARIABLE_LOCAL            nota                           178        3955      
MAYOR_IGUAL               >=                             178        3960      
CONSTANTE                 NOTA_APROBATORIA               178        3963      
VARIABLE_LOCAL            aprobados                      179        3986      
ASIGNACION                =                              179        3996      
VARIABLE_LOCAL            aprobados                      179        3998      
SUMA                      +                              179        4008      
INTEGER                   1                              179        4010      
ELSE                      else                           180        4016      
VARIABLE_LOCAL            reprobados                     181        4027      
ASIGNACION                =                              181        4038      
VARIABLE_LOCAL            reprobados                     181        4040      
SUMA                      +                              181        4051      
INTEGER                   1                              181        4053      
END                       end                            182        4059      
END                       end                            183        4065      
VARIABLE_LOCAL            cantidad_estudiantes           185        4074      
ASIGNACION                =                              185        4095      
VARIABLE_LOCAL            aprobados                      185        4097      
SUMA                      +                              185        4107      
VARIABLE_LOCAL            reprobados                     185        4109      
VARIABLE_LOCAL            promedio                       186        4122      
ASIGNACION                =                              186        4131      
VARIABLE_LOCAL            suma                           186        4133      
DIVISION                  /                              186        4138      
VARIABLE_LOCAL            cantidad_estudiantes           186        4140      
VARIABLE_LOCAL            estadisticas                   188        4166      
ASIGNACION                =                              188        4179      
LLAVE_IZQ                 {                              188        4181      
VARIABLE_LOCAL            promedio                       189        4187      
DOS_PUNTOS                :                              189        4195      
VARIABLE_LOCAL            promedio                       189        4197      
COMA                      ,                              189        4205      
VARIABLE_LOCAL            maximo                         190        4211      
DOS_PUNTOS                :                              190        4217      
VARIABLE_LOCAL            maximo                         190        4219      
COMA                      ,                              190        4225      
VARIABLE_LOCAL            minimo                         191        4231      
DOS_PUNTOS                :                              191        4237      
VARIABLE_LOCAL            minimo                         191        4239      
COMA                      ,                              191        4245      
VARIABLE_LOCAL            aprobados                      192        4251      
DOS_PUNTOS                :                              192        4260      
VARIABLE_LOCAL            aprobados                      192        4262      
COMA                      ,                              192        4271      
VARIABLE_LOCAL            reprobados                     193        4277      
DOS_PUNTOS                :                              193        4287      
VARIABLE_LOCAL            reprobados                     193        4289      
LLAVE_DER                 }                              194        4302      
RETURN                    return                         196        4309      
VARIABLE_LOCAL            estadisticas                   196        4316      
END                       end                            197        4329      
COMENTARIO_LINEA          # Programa Principal           199        4334      
PUTS                      puts                           200        4355      
STRING                    =================================== 200        4360      
PUTS                      puts                           201        4398      
STRING                    Sistema de Gestión Académica   201        4403      
PUTS                      puts                           202        4434      
STRING                    =================================== 202        4439      
COMENTARIO_LINEA          # Datos de estudiantes         204        4478      
VARIABLE_LOCAL            nombres                        205        4501      
ASIGNACION                =                              205        4509      
CORCHETE_IZQ              [                              205        4511      
STRING                    Juan Pérez                     205        4512      
COMA                      ,                              205        4524      
STRING                    María García                   205        4526      
COMA                      ,                              205        4540      
STRING                    Carlos López                   205        4542      
COMA                      ,                              205        4556      
STRING                    Ana Martínez                   205        4558      
COMA                      ,                              205        4572      
STRING                    Pedro Sánchez                  205        4574      
CORCHETE_DER              ]                              205        4589      
VARIABLE_LOCAL            codigos                        206        4591      
ASIGNACION                =                              206        4599      
CORCHETE_IZQ              [                              206        4601      
STRING                    2020001                        206        4602      
COMA                      ,                              206        4611      
STRING                    2020002                        206        4613      
COMA                      ,                              206        4622      
STRING                    2020003                        206        4624      
COMA                      ,                              206        4633      
STRING                    2020004                        206        4635      
COMA                      ,                              206        4644      
STRING                    2020005                        206        4646      
CORCHETE_DER              ]                              206        4655      
VARIABLE_LOCAL            carreras                       207        4657      
ASIGNACION                =                              207        4666      
CORCHETE_IZQ              [                              207        4668      
STRING                    Ingeniería                     207        4669      
COMA                      ,                              207        4681      
STRING                    Medicina                       207        4683      
COMA                      ,                              207        4693      
STRING                    Derecho                        207        4695      
COMA                      ,                              207        4704      
STRING                    Ingeniería                     207        4706      
COMA                      ,                              207        4718      
STRING                    Arquitectura                   207        4720      
CORCHETE_DER              ]                              207        4734      
COMENTARIO_LINEA          # Calificaciones del primer parcial 209        4737      
VARIABLE_LOCAL            notas_parcial1                 210        4773      
ASIGNACION                =                              210        4788      
CORCHETE_IZQ              [                              210        4790      
INTEGER                   85                             210        4791      
COMA                      ,                              210        4793      
INTEGER                   72                             210        4795      
COMA                      ,                              210        4797      
INTEGER                   68                             210        4799      
COMA                      ,                              210        4801      
INTEGER                   91                             210        4803      
COMA                      ,                              210        4805      
INTEGER                   55                             210        4807      
CORCHETE_DER              ]                              210        4809      
VARIABLE_LOCAL            notas_parcial2                 211        4811      
ASIGNACION                =                              211        4826      
CORCHETE_IZQ              [                              211        4828      
INTEGER                   88                             211        4829      
COMA                      ,                              211        4831      
INTEGER                   75                             211        4833      
COMA                      ,                              211        4835      
INTEGER                   70                             211        4837      
COMA                      ,                              211        4839      
INTEGER                   89                             211        4841      
COMA                      ,                              211        4843      
INTEGER                   58                             211        4845      
CORCHETE_DER              ]                              211        4847      
VARIABLE_LOCAL            notas_parcial3                 212        4849      
ASIGNACION                =                              212        4864      
CORCHETE_IZQ              [                              212        4866      
INTEGER                   90                             212        4867      
COMA                      ,                              212        4869      
INTEGER                   78                             212        4871      
COMA                      ,                              212        4873      
INTEGER                   65                             212        4875      
COMA                      ,                              212        4877      
INTEGER                   92                             212        4879      
COMA                      ,                              212        4881      
INTEGER                   60                             212        4883      
CORCHETE_DER              ]                              212        4885      
COMENTARIO_LINEA          # ERROR: Asignación a palabra reservada 214        4888      
WHILE                     while                          215        4928      
ASIGNACION                =                              215        4934      
INTEGER                   100                            215        4936      
FOR                       for                            216        4940      
ASIGNACION                =                              216        4944      
INTEGER                   200                            216        4946      
COMENTARIO_LINEA          # Procesamiento de calificaciones 218        4951      
VARIABLE_LOCAL            total_estudiantes              219        4985      
ASIGNACION                =                              219        5003      
INTEGER                   0                              219        5005      
VARIABLE_LOCAL            suma_promedios                 220        5007      
ASIGNACION                =                              220        5022      
INTEGER                   0                              220        5024      
FOR                       for                            222        5027      
VARIABLE_LOCAL            i                              222        5031      
IN                        in                             222        5033      
INTEGER                   0                              222        5036      
PUNTO                     .                              222        5037      
PUNTO                     .                              222        5038      
INTEGER                   4                              222        5039      
VARIABLE_LOCAL            nombre                         223        5043      
ASIGNACION                =                              223        5050      
VARIABLE_LOCAL            nombres                        223        5052      
VARIABLE_LOCAL            nota1                          224        5062      
ASIGNACION                =                              224        5068      
VARIABLE_LOCAL            notas_parcial1                 224        5070      
VARIABLE_LOCAL            nota2                          225        5087      
ASIGNACION                =                              225        5093      
VARIABLE_LOCAL            notas_parcial2                 225        5095      
VARIABLE_LOCAL            nota3                          226        5112      
ASIGNACION                =                              226        5118      
VARIABLE_LOCAL            notas_parcial3                 226        5120      
VARIABLE_LOCAL            promedio_estudiante            228        5140      
ASIGNACION                =                              228        5160      
VARIABLE_LOCAL            nota1                          228        5162      
SUMA                      +                              228        5168      
VARIABLE_LOCAL            nota2                          228        5170      
SUMA                      +                              228        5176      
VARIABLE_LOCAL            nota3                          228        5178      
DIVISION                  /                              228        5184      
INTEGER                   3                              228        5186      
VARIABLE_LOCAL            suma_promedios                 229        5190      
ASIGNACION                =                              229        5205      
VARIABLE_LOCAL            suma_promedios                 229        5207      
SUMA                      +                              229        5222      
VARIABLE_LOCAL            promedio_estudiante            229        5224      
IF                        if                             231        5249      
VARIABLE_LOCAL            promedio_estudiante            231        5252      
MAYOR_IGUAL               >=                             231        5272      
CONSTANTE                 NOTA_APROBATORIA               231        5275      
VARIABLE_GLOBAL           $aprobados                     232        5296      
ASIGNACION                =                              232        5307      
VARIABLE_GLOBAL           $aprobados                     232        5309      
SUMA                      +                              232        5320      
INTEGER                   1                              232        5322      
COMENTARIO_LINEA          # ERROR: Cambio de tipo (warning) 233        5328      
VARIABLE_LOCAL            total_estudiantes              234        5366      
ASIGNACION                =                              234        5384      
STRING                    muchos estudiantes             234        5386      
END                       end                            235        5409      
VARIABLE_LOCAL            total_estudiantes              237        5418      
ASIGNACION                =                              237        5436      
VARIABLE_LOCAL            total_estudiantes              237        5438      
SUMA                      +                              237        5456      
INTEGER                   1                              237        5458      
END                       end                            238        5460      
COMENTARIO_LINEA          # ERROR: Modificación de constante (segunda instancia) 240        5465      
CONSTANTE                 NOTA_APROBATORIA               241        5520      
ASIGNACION                =                              241        5537      
INTEGER                   65                             241        5539      
COMENTARIO_LINEA          # Cálculo de estadísticas generales 243        5543      
VARIABLE_LOCAL            stats_parcial1                 244        5579      
ASIGNACION                =                              244        5594      
VARIABLE_LOCAL            estadisticas_curso             244        5596      
PARENTESIS_IZQ            (                              244        5614      
VARIABLE_LOCAL            notas_parcial1                 244        5615      
PARENTESIS_DER            )                              244        5629      
VARIABLE_LOCAL            stats_parcial2                 245        5631      
ASIGNACION                =                              245        5646      
VARIABLE_LOCAL            estadisticas_curso             245        5648      
PARENTESIS_IZQ            (                              245        5666      
VARIABLE_LOCAL            notas_parcial2                 245        5667      
PARENTESIS_DER            )                              245        5681      
VARIABLE_LOCAL            stats_parcial3                 246        5683      
ASIGNACION                =                              246        5698      
VARIABLE_LOCAL            estadisticas_curso             246        5700      
PARENTESIS_IZQ            (                              246        5718      
VARIABLE_LOCAL            notas_parcial3                 246        5719      
PARENTESIS_DER            )                              246        5733      
COMENTARIO_LINEA          # Análisis con bucle WHILE     248        5736      
VARIABLE_LOCAL            contador                       249        5763      
ASIGNACION                =                              249        5772      
INTEGER                   0                              249        5774      
VARIABLE_LOCAL            suma_maximas                   250        5776      
ASIGNACION                =                              250        5789      
INTEGER                   0                              250        5791      
WHILE                     while                          252        5794      
VARIABLE_LOCAL            contador                       252        5800      
MENOR                     <                              252        5809      
INTEGER                   3                              252        5811      
IF                        if                             253        5815      
